category,property,raw_value,normalised_value,file,line,occurrences,source_type,effective
typography,white-space,nowrap,nowrap,renderer/students.css,327,283,stylesheet,unknown
layout,display,inline-flex,inline-flex,renderer/students.css,328,143,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,328,745,stylesheet,unknown
spacing,gap,8px,8px,renderer/students.css,328,138,stylesheet,unknown
colour,background,var(--card),var(--card),renderer/students.css,329,211,stylesheet,unknown
border,border,1px solid var(--border2),1px solid var(--border2),renderer/students.css,329,125,stylesheet,unknown
colour,color,var(--text2),var(--text2),renderer/students.css,329,249,stylesheet,unknown
typography,font-family,var(--font),var(--font),renderer/students.css,330,106,stylesheet,unknown
typography,font-size,13px,13px,renderer/students.css,330,160,stylesheet,unknown
typography,font-weight,600,600,renderer/students.css,330,236,stylesheet,unknown
motion,transition,var(--transition),var(--transition),renderer/students.css,330,124,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/students.css,332,140,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/students.css,332,425,stylesheet,unknown
colour,background,var(--accent),var(--accent),renderer/students.css,333,64,stylesheet,unknown
border,border-color,var(--accent),var(--accent),renderer/students.css,333,114,stylesheet,unknown
colour,color,var(--text-on-accent),var(--text-on-accent),renderer/students.css,333,55,stylesheet,unknown
colour,background,var(--accent-strong),var(--accent-strong),renderer/students.css,334,12,stylesheet,unknown
border,border-color,var(--accent-strong),var(--accent-strong),renderer/students.css,334,10,stylesheet,unknown
colour,color,var(--text-on-accent),var(--text-on-accent),renderer/students.css,334,55,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/students.css,335,140,stylesheet,unknown
layout,display,none,none,renderer/students.css,339,203,stylesheet,unknown
layout,position,absolute,absolute,renderer/students.css,339,86,stylesheet,unknown
layout,top,calc(100% + 4px),calc(100% + 4px),renderer/students.css,339,2,stylesheet,unknown
layout,left,0,0,renderer/students.css,339,22,stylesheet,unknown
layout,right,0,0,renderer/students.css,339,23,stylesheet,unknown
layout,z-index,600,600,renderer/students.css,339,2,stylesheet,unknown
size,max-height,236px,236px,renderer/students.css,340,2,stylesheet,unknown
layout,overflow-y,auto,auto,renderer/students.css,340,31,stylesheet,unknown
colour,background,var(--card),var(--card),renderer/students.css,341,211,stylesheet,unknown
border,border,1px solid var(--border2),1px solid var(--border2),renderer/students.css,341,125,stylesheet,unknown
radius,border-radius,11px,11px,renderer/students.css,341,71,stylesheet,unknown
elevation,box-shadow,var(--shadow),var(--shadow),renderer/students.css,341,18,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,344,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,344,745,stylesheet,unknown
layout,justify-content,space-between,space-between,renderer/students.css,344,74,stylesheet,unknown
spacing,gap,10px,10px,renderer/students.css,344,134,stylesheet,unknown
spacing,padding,10px 13px,10px 13px,renderer/students.css,345,8,stylesheet,unknown
other,cursor,pointer,pointer,renderer/students.css,345,291,stylesheet,unknown
border,border-bottom,1px solid var(--border),1px solid var(--border),renderer/students.css,345,97,stylesheet,unknown
border,border-bottom,none,none,renderer/students.css,347,38,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/students.css,348,140,stylesheet,unknown
typography,font-size,13px,13px,renderer/students.css,349,160,stylesheet,unknown
typography,font-weight,800,800,renderer/students.css,349,214,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/students.css,349,425,stylesheet,unknown
typography,font-size,11px,11px,renderer/students.css,350,244,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,350,704,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,365,896,stylesheet,unknown
layout,flex-direction,column,column,renderer/students.css,365,125,stylesheet,unknown
spacing,gap,16px,16px,renderer/students.css,365,17,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,369,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,369,745,stylesheet,unknown
spacing,gap,20px,20px,renderer/students.css,369,6,stylesheet,unknown
layout,flex-wrap,wrap,wrap,renderer/students.css,369,112,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/students.css,370,140,stylesheet,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/students.css,370,237,stylesheet,unknown
radius,border-radius,16px,16px,renderer/students.css,371,23,stylesheet,unknown
spacing,padding,20px 22px,20px 22px,renderer/students.css,371,2,stylesheet,unknown
size,width,76px,76px,renderer/students.css,374,4,stylesheet,unknown
size,height,76px,76px,renderer/students.css,374,3,stylesheet,unknown
radius,border-radius,50%,50%,renderer/students.css,374,67,stylesheet,unknown
layout,flex-shrink,0,0,renderer/students.css,374,319,stylesheet,unknown
layout,overflow,hidden,hidden,renderer/students.css,374,194,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,375,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,375,745,stylesheet,unknown
layout,justify-content,center,center,renderer/students.css,375,241,stylesheet,unknown
colour,background,var(--accent),var(--accent),renderer/students.css,376,64,stylesheet,unknown
colour,color,var(--text-on-accent),var(--text-on-accent),renderer/students.css,376,55,stylesheet,unknown
typography,font-size,30px,30px,renderer/students.css,377,9,stylesheet,unknown
typography,font-weight,800,800,renderer/students.css,377,214,stylesheet,unknown
typography,letter-spacing,-.02em,-.02em,renderer/students.css,377,15,stylesheet,unknown
size,width,100%,100%,renderer/students.css,379,126,stylesheet,unknown
size,height,100%,100%,renderer/students.css,379,51,stylesheet,unknown
other,object-fit,cover,cover,renderer/students.css,379,19,stylesheet,unknown
layout,flex,1,1,renderer/students.css,380,120,stylesheet,unknown
size,min-width,180px,180px,renderer/students.css,380,2,stylesheet,unknown
typography,font-size,24px,24px,renderer/students.css,381,11,stylesheet,unknown
typography,font-weight,800,800,renderer/students.css,381,214,stylesheet,unknown
typography,letter-spacing,-.02em,-.02em,renderer/students.css,381,15,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/students.css,381,425,stylesheet,unknown
typography,line-height,1.15,1.15,renderer/students.css,381,15,stylesheet,unknown
spacing,margin-top,3px,3px,renderer/students.css,382,64,stylesheet,unknown
typography,font-family,var(--font-mono),var(--font-mono),renderer/students.css,382,4,stylesheet,unknown
typography,font-size,12px,12px,renderer/students.css,382,209,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,382,704,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,383,896,stylesheet,unknown
spacing,gap,7px,7px,renderer/students.css,383,61,stylesheet,unknown
spacing,margin-top,10px,10px,renderer/students.css,383,20,stylesheet,unknown
layout,flex-wrap,wrap,wrap,renderer/students.css,383,112,stylesheet,unknown
typography,text-align,right,right,renderer/students.css,384,79,stylesheet,unknown
spacing,margin-left,auto,auto,renderer/students.css,384,78,stylesheet,unknown
typography,font-size,10.5px,10.5px,renderer/students.css,385,83,stylesheet,unknown
typography,font-weight,700,700,renderer/students.css,385,454,stylesheet,unknown
typography,text-transform,uppercase,uppercase,renderer/students.css,385,156,stylesheet,unknown
typography,letter-spacing,1.2px,1.2px,renderer/students.css,385,5,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,385,704,stylesheet,unknown
spacing,margin-top,4px,4px,renderer/students.css,386,36,stylesheet,unknown
typography,font-size,26px,26px,renderer/students.css,386,21,stylesheet,unknown
typography,font-weight,800,800,renderer/students.css,386,214,stylesheet,unknown
typography,letter-spacing,var(--ant-num-track),var(--ant-num-track),renderer/students.css,386,136,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/students.css,387,425,stylesheet,unknown
typography,font-family,var(--ant-num-font),var(--ant-num-font),renderer/students.css,387,152,stylesheet,unknown
typography,font-variant-numeric,tabular-nums,tabular-nums,renderer/students.css,387,170,stylesheet,unknown
typography,line-height,1.1,1.1,renderer/students.css,387,14,stylesheet,unknown
spacing,margin-top,4px,4px,renderer/students.css,388,36,stylesheet,unknown
typography,font-size,11.5px,11.5px,renderer/students.css,388,163,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,388,704,stylesheet,unknown
layout,display,grid,grid,renderer/students.css,391,129,stylesheet,unknown
layout,grid-template-columns,"repeat(4,1fr)","repeat(4,1fr)",renderer/students.css,391,8,stylesheet,unknown
spacing,gap,12px,12px,renderer/students.css,391,90,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,393,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,393,745,stylesheet,unknown
spacing,gap,12px,12px,renderer/students.css,393,90,stylesheet,unknown
size,min-width,0,0,renderer/students.css,393,245,stylesheet,unknown
colour,background,var(--card),var(--card),renderer/students.css,394,211,stylesheet,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/students.css,394,237,stylesheet,unknown
radius,border-radius,14px,14px,renderer/students.css,394,38,stylesheet,unknown
spacing,padding,14px 15px,14px 15px,renderer/students.css,394,5,stylesheet,unknown
size,width,40px,40px,renderer/students.css,397,9,stylesheet,unknown
size,height,40px,40px,renderer/students.css,397,22,stylesheet,unknown
radius,border-radius,12px,12px,renderer/students.css,397,85,stylesheet,unknown
layout,flex-shrink,0,0,renderer/students.css,397,319,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,398,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,398,745,stylesheet,unknown
layout,justify-content,center,center,renderer/students.css,398,241,stylesheet,unknown
colour,background,var(--dh-bg),var(--dh-bg),renderer/students.css,399,76,stylesheet,unknown
colour,color,var(--dh),var(--dh),renderer/students.css,399,85,stylesheet,unknown
layout,display,block,block,renderer/students.css,401,154,stylesheet,unknown
typography,font-size,10.5px,10.5px,renderer/students.css,401,83,stylesheet,unknown
typography,font-weight,700,700,renderer/students.css,401,454,stylesheet,unknown
typography,text-transform,uppercase,uppercase,renderer/students.css,401,156,stylesheet,unknown
typography,letter-spacing,1.1px,1.1px,renderer/students.css,402,4,stylesheet,unknown
colour,color,var(--text3),var(--text3),renderer/students.css,402,704,stylesheet,unknown
layout,display,block,block,renderer/students.css,403,154,stylesheet,unknown
spacing,margin-top,3px,3px,renderer/students.css,403,64,stylesheet,unknown
typography,font-size,20px,20px,renderer/students.css,403,11,stylesheet,unknown
typography,font-weight,800,800,renderer/students.css,403,214,stylesheet,unknown
typography,letter-spacing,var(--ant-num-track),var(--ant-num-track),renderer/students.css,403,136,stylesheet,unknown
colour,color,var(--dh),var(--dh),renderer/students.css,404,85,stylesheet,unknown
typography,font-family,var(--ant-num-font),var(--ant-num-font),renderer/students.css,404,152,stylesheet,unknown
typography,font-variant-numeric,tabular-nums,tabular-nums,renderer/students.css,404,170,stylesheet,unknown
typography,line-height,1.15,1.15,renderer/students.css,404,15,stylesheet,unknown
layout,overflow,hidden,hidden,renderer/students.css,405,194,stylesheet,unknown
typography,text-overflow,ellipsis,ellipsis,renderer/students.css,405,82,stylesheet,unknown
typography,white-space,nowrap,nowrap,renderer/students.css,405,283,stylesheet,unknown
typography,font-size,15px,15px,renderer/students.css,406,48,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/students.css,406,425,stylesheet,unknown
layout,display,grid,grid,renderer/students.css,409,129,stylesheet,unknown
layout,grid-template-columns,1fr 1fr,1fr 1fr,renderer/students.css,409,20,stylesheet,unknown
spacing,gap,14px,14px,renderer/students.css,409,53,stylesheet,unknown
layout,align-items,start,start,renderer/students.css,409,19,stylesheet,unknown
colour,background,var(--card),var(--card),renderer/students.css,410,211,stylesheet,unknown
border,border,1px solid var(--border),1px solid var(--border),renderer/students.css,410,237,stylesheet,unknown
radius,border-radius,14px,14px,renderer/students.css,410,38,stylesheet,unknown
spacing,padding,6px 16px 10px,6px 16px 10px,renderer/students.css,410,1,stylesheet,unknown
spacing,padding,0,0,renderer/students.css,411,49,stylesheet,unknown
layout,overflow,hidden,hidden,renderer/students.css,411,194,stylesheet,unknown
layout,display,flex,flex,renderer/students.css,414,896,stylesheet,unknown
layout,align-items,center,center,renderer/students.css,414,745,stylesheet,unknown
spacing,gap,9px,9px,renderer/students.css,414,66,stylesheet,unknown
spacing,padding,14px 0 12px,14px 0 12px,renderer/students.css,415,1,stylesheet,unknown
border,border-bottom,1px solid var(--border),1px solid var(--border),renderer/students.css,415,97,stylesheet,unknown
typography,font-size,13px,13px,renderer/students.css,416,160,stylesheet,unknown
typography,font-weight,700,700,renderer/students.css,416,454,stylesheet,unknown
colour,color,var(--text),var(--text),renderer/students.css,416,425,stylesheet,unknown
spacing,padding,14px 16px,14px 16px,renderer/students.css,418,22,stylesheet,unknown
colour,background,var(--dash-sunk),var(--dash-sunk),renderer/students.css,418,140,stylesheet,unknown
size,width,28px,28px,renderer/students.css,420,19,stylesheet,unknown
size,height,28px,28px,renderer/students.css,420,24,stylesheet,unknown
radius,border-radius,9px,9px,renderer/students.css,420,91,stylesheet,unknown
layout,flex-shrink,0,0,renderer/students.css,420,319,stylesheet,unknown
